"Family","Genus","Species","Taxon","Common Name","Native Status","effectm partm of this plant.","Lifeform","Duration","July High Temp","Dec Low Temp","Temp Range","Lower Elevation","Upper Elevation","Start Bloom Month","End Bloom Month","Calrecnum"
"MORACEAE","Morus","alba","Morus alba","Mulberry","non-native","Do not eat the unripe fruit or sap of this plant.","Tree","Perennial","97","34","60","0","1380","2","3","5691"
"POLYGONACEAE","Mucronea","californica","Mucronea californica","California spineflower","rare","","Annual herb","Annual","94","30","63","0","1760","3","7","5692"
"POLYGONACEAE","Mucronea","perfoliata","Mucronea perfoliata","Perfoliate spineflower","native","","Annual herb","Annual","98","30","66","210","1970","3","7","5693"
"POLYGONACEAE","Muehlenbeckia","complexa","Muehlenbeckia complexa","Mattress vine","non-native","","Vine","Perennial","83","40","42","0","180","7","9","5694"
"POACEAE","Muhlenbergia","asperifolia","Muhlenbergia asperifolia","Scratchgrass","native","","Perennial grass","Perennial","98","16","72","140","2340","6","7","5699"
"POACEAE","Muhlenbergia","microsperma","Muhlenbergia microsperma","Littleseed muhly","native","","Annual grass","Annual","103","30","64","10","1860","3","5","5705"
"POACEAE","Muhlenbergia","richardsonis","Muhlenbergia richardsonis","Richardson's muhly","native","","Perennial grass","Perennial","92","8","66","1130","3590","6","7","5710"
"POACEAE","Muhlenbergia","rigens","Muhlenbergia rigens","Deergrass","native","","Perennial grass","Perennial","101","22","64","10","2310","5","6","5711"
"POACEAE","Muhlenbergia","utilis","Muhlenbergia utilis","Aparejo grass","native","","Perennial grass","Perennial","100","24","69","310","1750","10","3","5713"
"THEMIDACEAE","Muilla","maritima","Muilla maritima","Common muilla","native","","Perennial herb","Perennial","99","26","63","0","2790","3","6","5716"
"SCROPHULARIACEAE","Myoporum","acuminatum","Myoporum acuminatum","Strichnine bush","non-native","","Tree, Shrub","Perennial","79","42","35","0","130","","","11267"
"SCROPHULARIACEAE","Myoporum","laetum","Myoporum laetum","Ngaio tree","non-native invasive","Do not eat the leaf of this plant.","Tree, Shrub","Perennial","86","40","40","0","1100","4","8","5720"
"SCROPHULARIACEAE","Myoporum","parvifolium","Myoporum parvifolium","Slender myoporum","non-native","","Tree, Shrub","Perennial","93","40","53","0","220","","","12686"
"BORAGINACEAE","Myosotis","sylvatica","Myosotis sylvatica","Woodland forget me not","non-native","","Perennial herb","Perennial","82","40","40","0","400","","","10140"
"RANUNCULACEAE","Myosurus","minimus","Myosurus minimus","Little mouse tail","native","","Annual herb","Annual","96","14","64","0","2720","4","5","5729"
"HALORAGACEAE","Myriophyllum","aquaticum","Myriophyllum aquaticum","Parrot's feather","non-native invasive","","Perennial herb (aquatic)","Perennial","105","34","63","-2","1430","7","8","5735"
"HALORAGACEAE","Myriophyllum","sibiricum","Myriophyllum sibiricum","Siberian water milfoil","native","","Perennial herb (aquatic)","Perennial","92","14","65","35","2790","6","9","5737"
"HALORAGACEAE","Myriophyllum","spicatum","Myriophyllum spicatum","Water milfoil","non-native invasive","","Perennial herb","Perennial","105","18","64","-35","2170","7","8","5738"
"PTERIDACEAE","Myriopteris","clevelandii","Myriopteris clevelandii","Cleveland's lip fern","native","","Fern","Perennial","93","34","55","160","1770","","","13121"
"PTERIDACEAE","Myriopteris","cooperae","Myriopteris cooperae","Cooper's lip fern","native","","Fern","Perennial","95","32","61","290","1050","","","13122"
"PTERIDACEAE","Myriopteris","covillei","Myriopteris covillei","Coville's lip fern","native","","Fern","Perennial","101","18","65","160","2780","","","13123"
"MYRTACEAE","Myrtus","communis","Myrtus communis","Myrtle","non-native","","Shrub","Perennial","83","40","43","50","2280","","","10645"
"HYDROCHARITACEAE","Najas","marina","Najas marina","Marine water nymph","native","","Annual herb","Annual","94","38","59","110","1440","7","8","5744"
"NAMACEAE","Nama","californica","Nama californica","California Fiddleleaf","native","","Annual herb","Annual","89","18","61","190","2520","","","13141"
"AMARYLLIDACEAE","Narcissus","papyraceus","Narcissus papyraceus","Paperwhite narcissus","non-native","Do not eat underground parts of this plant.","Perennial herb (bulb)","Perennial","92","38","55","0","1380","","","10145"
"AMARYLLIDACEAE","Narcissus","pseudonarcissus","Narcissus pseudonarcissus","Daffodil","non-native","Do not eat underground parts of this plant.","Perennial herb (bulb)","Perennial","89","36","53","0","930","","","8637"
"AMARYLLIDACEAE","Narcissus","tazetta","Narcissus tazetta","Cream narcissus","non-native","Possible skin irritation from touching the underground parts of this plant.<br>Do not eat the underground parts of this plant.","Perennial herb (bulb)","Perennial","89","38","49","5","1370","","","8638"
"POACEAE","Nassella","tenuissima","Nassella tenuissima","Mexican feathergrass","non-native","","Perennial grass","Perennial","92","36","54","10","360","","","8685"
"BRASSICACEAE","Nasturtium","gambelii","Nasturtium gambelii","Gambel's yellowcress","rare","","Perennial herb","Perennial","78","40","38","","","4","10","9165"
"BRASSICACEAE","Nasturtium","officinale","Nasturtium officinale","Watercress","native","","Perennial herb (aquatic)","Perennial","97","12","64","-3","3080","5","9","9597"
"POLEMONIACEAE","Navarretia","atractyloides","Navarretia atractyloides","Holly leaf navarretia","native","","Annual herb","Annual","94","26","63","0","1640","5","6","5768"
"POLEMONIACEAE","Navarretia","divaricata","Navarretia divaricata","Mountain navarretia","native","","Annual herb","Annual","94","16","65","200","2730","5","8","5771"
"POLEMONIACEAE","Navarretia","hamata","Navarretia hamata","Hooked navarretia","native","","Annual herb","Annual","92","34","57","0","1810","5","7","5777"
"POLEMONIACEAE","Navarretia","hamata","Navarretia hamata ssp. leptantha","Hooked navarretia","native","","Annual herb","Annual","92","38","53","220","850","5","7","5779"
"POLEMONIACEAE","Navarretia","hamata","Navarretia hamata ssp. parviloba","Hooked navarretia","native","","Annual herb","Annual","84","36","47","20","700","5","7","5780"
"POLEMONIACEAE","Navarretia","intertexta","Navarretia intertexta","Interwoven navarretia","native","","Annual herb","Annual","96","16","64","25","2280","4","7","5783"
"POLEMONIACEAE","Navarretia","intertexta","Navarretia intertexta ssp. intertexta","Interwoven navarretia","native","","Annual herb","Annual","96","16","64","","","4","7","5784"
"POLEMONIACEAE","Navarretia","mellita","Navarretia mellita","Skunk navarretia","native","","Annual herb","Annual","93","32","60","0","1450","5","6","5794"
"POLEMONIACEAE","Navarretia","mitracarpa","Navarretia mitracarpa","Paso robles navarretia","native","","Annual herb","Annual","95","30","63","180","1700","5","7","11877"
"POLEMONIACEAE","Navarretia","squarrosa","Navarretia squarrosa","Skunkweed","native","","Annual herb","Annual","93","34","56","0","1160","5","9","5807"
"NECKERACEAE","Neckera","douglasii","Neckera douglasii","","native","","Moss","Perennial","75","38","35","","","","","13987"
"FABACEAE","Neltuma","odorata","Neltuma odorata","Honey mesquite","native","","Shrub","Perennial","114","30","74","","","4","8","14746"
"FABACEAE","Neltuma","velutina","Neltuma velutina","Velvet mesquite","non-native","","Shrub","Perennial","106","32","64","","","4","6","14747"
"CAMPANULACEAE","Nemacladus","californicus","Nemacladus californicus","Mojave dwarf","native","","Annual herb","Annual","92","32","62","680","2010","4","5","10985"
"CAMPANULACEAE","Nemacladus","capillaris","Nemacladus capillaris","Common nemacladus","native","","Annual herb","Annual","93","22","63","530","2080","5","7","5815"
"CAMPANULACEAE","Nemacladus","gracilis","Nemacladus gracilis","Slender nemacladus","rare","","Annual herb","Annual","96","32","61","250","1790","3","5","5819"
"CAMPANULACEAE","Nemacladus","ramosissimus","Nemacladus ramosissimus","Nuttall's nemacladus","native","","Annual herb","Annual","97","30","62","0","2330","4","5","5826"
"CAMPANULACEAE","Nemacladus","secundiflorus","Nemacladus secundiflorus","Secund nemacladus","native","","Annual herb","Annual","95","30","65","140","2280","4","6","5830"
"CAMPANULACEAE","Nemacladus","secundiflorus","Nemacladus secundiflorus var. robbinsii","Robbins' nemacladus","rare","","Annual herb","Annual","95","30","63","300","1680","4","6","10987"
"CAMPANULACEAE","Nemacladus","sigmoideus","Nemacladus sigmoideus","Small flowered nemacladus","native","","Annual herb","Annual","99","20","69","830","2530","4","6","5831"
"HYDROPHYLLACEAE","Nemophila","maculata","Nemophila maculata","Five spot","native","","Annual herb","Annual","95","20","59","15","2370","2","4","5835"
"HYDROPHYLLACEAE","Nemophila","menziesii","Nemophila menziesii","Baby blue eyes","native","","Annual herb","Annual","97","30","62","0","2280","3","6","5836"
"HYDROPHYLLACEAE","Nemophila","menziesii","Nemophila menziesii var. atomaria","Baby blue eyes","native","","Annual herb","Annual","90","32","55","0","1400","3","6","5837"
"HYDROPHYLLACEAE","Nemophila","menziesii","Nemophila menziesii var. integrifolia","Baby blue eyes","native","","Annual herb","Annual","95","30","61","100","2280","3","6","5838"
"HYDROPHYLLACEAE","Nemophila","menziesii","Nemophila menziesii var. menziesii","Baby blue eyes","native","","Annual herb","Annual","95","28","61","25","2020","3","6","5839"
"HYDROPHYLLACEAE","Nemophila","parviflora","Nemophila parviflora","Small flowered nemophila","native","","Annual herb","Annual","94","18","62","5","2350","5","6","5840"
"HYDROPHYLLACEAE","Nemophila","pedunculata","Nemophila pedunculata","Meadow nemophila","native","","Annual herb","Annual","96","16","63","0","2600","2","7","5844"
"HYDROPHYLLACEAE","Nemophila","pulchella","Nemophila pulchella","Eastwood's nemophila","native","","Annual herb","Annual","97","30","61","220","2290","3","5","5845"
"HYDROPHYLLACEAE","Nemophila","pulchella","Nemophila pulchella var. fremontii","Fremont's nemophila","native","","Annual herb","Annual","95","32","59","90","1340","3","5","5846"
"HYDROPHYLLACEAE","Nemophila","pulchella","Nemophila pulchella var. pulchella","Eastwood's baby blue eyes","native","","Annual herb","Annual","94","32","60","380","1580","3","5","10153"
"ONAGRACEAE","Neoholmgrenia","andina","Neoholmgrenia andina","Plateau evening primrose","native","","Annual herb","Annual","87","18","67","1000","1660","5","7","11878"
"APOCYNACEAE","Nerium","oleander","Nerium oleander","Oleander","non-native","Do not eat any part of this plant.","Tree","Perennial","112","32","73","-49","1630","6","8","8462"
"SOLANACEAE","Nicandra","physalodes","Nicandra physalodes","Nicandra","non-native","","Annual herb","Annual","","","","","","6","9","5853"
"SOLANACEAE","Nicotiana","acuminata","Nicotiana acuminata","Manyflower tobacco","non-native","Do not eat any part of this plant.","Annual herb","Annual","95","22","60","0","2190","12","7","9167"
"SOLANACEAE","Nicotiana","acuminata","Nicotiana acuminata var. multiflora","Many flowered tobacco","non-native","Do not eat any part of this plant.","Annual herb","Annual","94","22","61","0","2200","12","7","5855"
"SOLANACEAE","Nicotiana","alata","Nicotiana alata","Flowering tobacco","non-native","Do not eat any part of this plant.","Perennial herb","Perennial","90","40","46","120","300","","","5856"
"SOLANACEAE","Nicotiana","attenuata","Nicotiana attenuata","Coyote tobacco","native","Do not eat any part of this plant.","Annual herb","Annual","98","12","69","40","2720","5","10","5857"
"SOLANACEAE","Nicotiana","clevelandii","Nicotiana clevelandii","Cleveland's tobacco","native","Do not eat any part of this plant.","Annual herb","Annual","104","40","64","0","1710","3","6","5859"
"SOLANACEAE","Nicotiana","glauca","Nicotiana glauca","Tree tobacco","non-native invasive","Do not eat any part of this plant.","Tree, Shrub","Perennial","104","34","63","-2","2120","3","9","5860"
"SOLANACEAE","Nicotiana","quadrivalvis","Nicotiana quadrivalvis","Indian tobacco","native","Do not eat any part of this plant.","Annual herb","Annual","96","28","62","0","1980","5","10","5862"
"SOLANACEAE","Nicotiana","quadrivalvis","Nicotiana quadrivalvis var. wallacei","Wallace's tobacco","native","Do not eat any part of this plant.","Annual herb","Annual","95","36","58","15","610","5","10","10154"
"SOLANACEAE","Nicotiana","sylvestris","Nicotiana sylvestris","South american tobacco","non-native","Do not eat any part of this plant.","Perennial herb","Perennial","88","42","42","","","7","10","5863"
"SOLANACEAE","Nicotiana","tabacum","Nicotiana tabacum","Cultivated tobacco","non-native","Do not eat any part of this plant.","Annual herb","Annual","86","44","41","0","160","","","8749"
"RANUNCULACEAE","Nigella","damascena","Nigella damascena","Devil in the bush","non-native","Do not eat any part of this plant.","Annual herb","Annual","84","40","45","0","200","","","8711"
"LEUCODONTACEAE","Nogopterium","gracile","Nogopterium gracile","","native","","Moss","Perennial","90","38","52","75","910","","","13990"
"FAGACEAE","Notholithocarpus","densiflorus","Notholithocarpus densiflorus","Tanoak","native","","Tree, Shrub","Perennial","92","26","59","0","2190","6","10","11880"
"FAGACEAE","Notholithocarpus","densiflorus","Notholithocarpus densiflorus var. densiflorus","Tanoak","native","","Tree, Shrub","Perennial","90","32","57","45","1250","6","10","11881"
"ALLIACEAE","Nothoscordum","gracile","Nothoscordum gracile","Slender false garlic","non-native invasive","","Perennial herb","Perennial","81","40","39","0","90","4","6","10157"
"PLANTAGINACEAE","Nuttallanthus","canadensis","Nuttallanthus canadensis","Canada toadflax","native","","Annual, Biennial herb","Annual","92","36","55","5","1410","","","13380"
"PLANTAGINACEAE","Nuttallanthus","texanus","Nuttallanthus texanus","Blue toadflax","native","","Annual, Perennial herb","Annual","94","32","59","0","1870","3","5","11883"
"ROSACEAE","Oemleria","cerasiformis","Oemleria cerasiformis","Oso berry","native","","Shrub","Perennial","93","28","60","0","1530","2","5","5879"
"APIACEAE","Oenanthe","sarmentosa","Oenanthe sarmentosa","Water parsley","native","","Perennial herb","Perennial","92","32","57","0","1560","5","7","5881"
"ONAGRACEAE","Oenothera","californica","Oenothera californica","California evening primrose","native","","Perennial herb","Perennial","102","16","71","0","3130","4","6","5886"
"ONAGRACEAE","Oenothera","californica","Oenothera californica ssp. californica","California evening primrose","native","","Perennial herb","Perennial","96","24","64","85","2270","4","6","5888"
