Family,Genus,Species,Taxon,Common Name,Native Status,effectm partm of this plant.,Lifeform,Duration,July High Temp,Dec Low Temp,Temp Range,Lower Elevation,Upper Elevation,Start Bloom Month,End Bloom Month,Calrecnum,Toxic parts,Toxic part 1,Toxic part 2,Toxic part 3,Toxins,Toxin 1,Toxin 2
GERANIACEAE,Geranium,carolinianum,Geranium carolinianum,Carolina geranium,native,NA,Annual herb,Annual,96,32,59,0,1770,4,6,3797,NA,NA,NA,NA,NA,NA,NA
GERANIACEAE,Geranium,core-core,Geranium core-core,Alderney crane's-bill,non-native,NA,Perennial herb,Perennial,78,40,39,0,270,3,10,10601,NA,NA,NA,NA,NA,NA,NA
GERANIACEAE,Geranium,dissectum,Geranium dissectum,Wild geranium,non-native invasive,NA,Annual herb,Annual,96,30,59,0,1970,3,10,3799,NA,NA,NA,NA,NA,NA,NA
GERANIACEAE,Geranium,incanum,Geranium incanum,Carpet geranium,non-native,NA,Perennial herb,Perennial,85,40,39,0,1260,3,6,13013,NA,NA,NA,NA,NA,NA,NA
GERANIACEAE,Geranium,molle,Geranium molle,Crane's bill geranium,non-native,NA,"Annual, Perennial herb",Annual,97,32,60,0,1350,2,7,3800,NA,NA,NA,NA,NA,NA,NA
GERANIACEAE,Geranium,retrorsum,Geranium retrorsum,New zealand geranium,non-native,NA,Perennial herb,Perennial,75,40,35,15,380,NA,NA,3804,NA,NA,NA,NA,NA,NA,NA
GERANIACEAE,Geranium,rotundifolium,Geranium rotundifolium,Round leaved geranium,non-native,NA,Annual herb,Annual,88,38,45,0,1600,5,5,3808,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,achilleifolia,Gilia achilleifolia,California gilia,native,NA,Annual herb,Annual,96,30,61,0,2280,2,4,3812,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,achilleifolia,Gilia achilleifolia ssp. achilleifolia,California gilia,native,NA,Annual herb,Annual,94,32,60,15,1970,2,4,3813,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,achilleifolia,Gilia achilleifolia ssp. multicaulis,Many stemmed gilia,native,NA,Annual herb,Annual,93,34,59,0,1750,2,4,3814,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,angelensis,Gilia angelensis,Chaparral gilia,native,NA,Annual herb,Annual,97,32,61,5,1600,3,5,3818,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,austro-occidentalis,Gilia austro-occidentalis,Southwestern gilia,native,NA,Annual herb,Annual,91,30,60,410,2290,3,5,3820,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,brecciarum,Gilia brecciarum,Small gilia,native,NA,Annual herb,Annual,100,16,70,400,2570,4,6,3821,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,brecciarum,Gilia brecciarum ssp. brecciarum,Nevada gilia,native,NA,Annual herb,Annual,96,16,69,680,2520,4,6,3822,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,capitata,Gilia capitata,Blue field gilia,native,NA,Annual herb,Annual,97,24,62,0,2310,2,4,3832,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,capitata,Gilia capitata ssp. abrotanifolia,Ball gilia,native,NA,Annual herb,Annual,96,26,61,85,2330,2,4,3833,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,capitata,Gilia capitata ssp. capitata,Blue field gilia,native,NA,Annual herb,Annual,94,26,61,40,2270,2,4,3834,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,clivorum,Gilia clivorum,Purple spot gilia,native,NA,Annual herb,Annual,94,32,61,5,1560,2,6,3842,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,interior,Gilia interior,Inland gilia,rare,NA,Annual herb,Annual,97,28,64,710,2550,3,5,3848,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,jacens,Gilia jacens,Nevada gilia,native,NA,Annual herb,Annual,93,24,62,670,2120,4,6,11716,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,latiflora,Gilia latiflora,Broad flowered gilia,native,NA,Annual herb,Annual,107,24,73,0,2430,4,6,3850,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,latiflora,Gilia latiflora ssp. cuyamensis,Cuyama gilia,rare,NA,Annual herb,Annual,95,24,64,0,2280,4,6,3851,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,latiflora,Gilia latiflora ssp. davyi,Broad flowered gilia,native,NA,Annual herb,Annual,100,30,68,190,1840,4,6,3852,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,leptantha,Gilia leptantha,Fine flower gilia,native,NA,Annual herb,Annual,92,22,61,1120,2670,6,8,3859,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,leptantha,Gilia leptantha ssp. pinetorum,Pine gilia,rare,NA,Annual herb,Annual,95,26,60,2450,2700,5,7,3861,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,minor,Gilia minor,Little gilia,native,NA,Annual herb,Annual,97,30,68,210,1660,3,4,3870,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,modocensis,Gilia modocensis,Modoc gilia,native,NA,Annual herb,Annual,96,18,65,860,2710,4,6,3871,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,nevinii,Gilia nevinii,Nevin's gilia,rare,NA,Annual herb,Annual,81,48,31,5,400,3,6,3872,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,ochroleuca,Gilia ochroleuca,Volcanic gilia,native,NA,Annual herb,Annual,97,24,63,170,2590,3,7,3873,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,ochroleuca,Gilia ochroleuca ssp. bizonata,Volcanic gilia,native,NA,Annual herb,Annual,95,24,63,320,2530,3,7,3874,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,ochroleuca,Gilia ochroleuca ssp. exilis,Volcanic gilia,native,NA,Annual herb,Annual,96,30,60,530,2290,3,8,3875,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,ochroleuca,Gilia ochroleuca ssp. lanosa,Sisquoc gilia,rare,NA,Annual herb,Annual,NA,NA,NA,NA,NA,3,8,13656,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,tenuiflora,Gilia tenuiflora,Slender flowered gilia,native,NA,Annual herb,Annual,94,28,63,0,1540,3,4,3892,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,tenuiflora,Gilia tenuiflora ssp. amplifaucalis,Spreading slender flowered gilia,rare,NA,Annual herb,Annual,94,30,63,0,1340,3,4,3893,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,tenuiflora,Gilia tenuiflora ssp. hoffmannii,Slender flowered gilia,rare,NA,Annual herb,Annual,NA,NA,NA,NA,NA,4,5,3895,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,tenuiflora,Gilia tenuiflora ssp. tenuiflora,Slender flowered gilia,native,NA,Annual herb,Annual,94,30,63,25,830,3,4,3896,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,transmontana,Gilia transmontana,Trans montane gilia,native,NA,Annual herb,Annual,98,22,70,840,2390,3,5,3898,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,tricolor,Gilia tricolor,Bird's eyes,native,NA,Annual herb,Annual,98,28,63,-421,2280,4,8,3899,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Gilia,tricolor,Gilia tricolor ssp. tricolor,Bird's eyes,native,NA,Annual herb,Annual,97,28,64,60,1460,6,8,3901,NA,NA,NA,NA,NA,NA,NA
GINKGOACEAE,Ginkgo,biloba,Ginkgo biloba,Ginkgo,non-native,Possible skin irritation from touching the fruit of this plant.,Tree,Perennial,92,36,54,5,1360,NA,NA,9340,fruit,fruit,NA,NA,NA,NA,NA
CAMPANULACEAE,Githopsis,diffusa,Githopsis diffusa,San gabriel bluecup,native,NA,Annual herb,Annual,94,26,62,100,2280,4,6,3904,NA,NA,NA,NA,NA,NA,NA
CAMPANULACEAE,Githopsis,diffusa,Githopsis diffusa ssp. diffusa,Southern blue cup,native,NA,Annual herb,Annual,90,30,56,680,2290,4,6,3906,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Glebionis,coronaria,Glebionis coronaria,Crown daisy,non-native invasive,NA,Annual herb,Annual,90,38,50,0,2280,3,7,10915,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Glebionis,segetum,Glebionis segetum,Corndaisy,non-native,NA,Annual herb,Annual,76,38,38,0,15,4,10,9501,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Glycyrrhiza,lepidota,Glycyrrhiza lepidota,Lichorice,native,NA,Perennial herb,Perennial,98,22,71,0,2120,6,8,3933,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gnaphalium,palustre,Gnaphalium palustre,Lowland cudweed,native,NA,Annual herb,Annual,96,12,65,0,3150,5,9,3946,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Greeneocharis,circumscissa,Greeneocharis circumscissa,NA,native,NA,Annual herb,Annual,102,14,72,260,2750,NA,NA,14567,NA,NA,NA,NA,NA,NA,NA
PROTEACEAE,Grevillea,robusta,Grevillea robusta,Silkoak,non-native invasive,NA,Tree,Perennial,91,38,44,0,1400,3,5,9344,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,alpestris,Grimmia alpestris,NA,native,NA,Moss,Perennial,91,14,55,NA,NA,NA,NA,13883,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,laevigata,Grimmia laevigata,Grimmia dry rock moss,native,NA,Moss,Perennial,96,32,60,140,910,NA,NA,12537,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,leibergii,Grimmia leibergii,NA,native,NA,Moss,Perennial,93,22,59,NA,NA,NA,NA,13895,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,lisae,Grimmia lisae,NA,native,NA,Moss,Perennial,96,30,60,NA,NA,NA,NA,13897,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,montana,Grimmia montana,NA,native,NA,Moss,Perennial,87,14,56,NA,NA,NA,NA,13899,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,pulvinata,Grimmia pulvinata,Pulvinate dry rock moss,native,NA,Moss,Perennial,97,32,60,0,1410,NA,NA,8872,NA,NA,NA,NA,NA,NA,NA
GRIMMIACEAE,Grimmia,trichophylla,Grimmia trichophylla,Grimmia dry rock moss,native,NA,Moss,Perennial,93,22,59,75,770,NA,NA,8874,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Grindelia,camporum,Grindelia camporum,Gumweed,native,NA,Perennial herb,Perennial,96,18,60,0,2120,4,10,3956,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Grindelia,hirsutula,Grindelia hirsutula,Gumweed,native,NA,Perennial herb,Perennial,95,28,61,0,1500,6,9,3960,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Grindelia,stricta,Grindelia stricta,Gumweed,native,NA,Perennial herb,Perennial,86,38,48,0,340,5,10,3967,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Grindelia,stricta,Grindelia stricta var. platyphylla,Gumplant,native,NA,Perennial herb,Perennial,76,40,34,0,320,5,10,3969,NA,NA,NA,NA,NA,NA,NA
AMARANTHACEAE,Guilleminea,densa,Guilleminea densa,Small matweed,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,8,11,9132,NA,NA,NA,NA,NA,NA,NA
AMARANTHACEAE,Guilleminea,densa,Guilleminea densa var. aggregata,Guilleminea,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,8,11,3971,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Guizotia,abyssinica,Guizotia abyssinica,Ramtilla,non-native,NA,Annual herb,Annual,NA,NA,NA,NA,NA,NA,NA,3975,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gutierrezia,californica,Gutierrezia californica,"Matchweed, snakeweed",native,NA,"Perennial herb, Shrub",Perennial,97,30,62,0,2080,5,10,3977,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gutierrezia,sarothrae,Gutierrezia sarothrae,Matchweed,native,NA,Shrub,Perennial,101,20,67,80,2740,6,7,3979,NA,NA,NA,NA,NA,NA,NA
POTTIACEAE,Gymnostomum,calcareum,Gymnostomum calcareum,NA,native,NA,Moss,Perennial,93,32,54,NA,NA,NA,NA,13912,NA,NA,NA,NA,NA,NA,NA
POTTIACEAE,Gymnostomum,viridulum,Gymnostomum viridulum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13913,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Gypsophila,paniculata,Gypsophila paniculata,Baby's breath,non-native invasive,NA,Perennial herb,Perennial,87,16,65,1020,2090,NA,NA,9536,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Gypsophila,vaccaria,Gypsophila vaccaria,NA,non-native,NA,Annual herb,Annual,NA,NA,NA,NA,NA,5,8,14659,NA,NA,NA,NA,NA,NA,NA
POACEAE,Hainardia,cylindrica,Hainardia cylindrica,Thin tail,non-native,NA,Annual grass,Annual,92,36,55,0,480,3,7,3996,NA,NA,NA,NA,NA,NA,NA
CISTACEAE,Halimium,lasianthum,Halimium lasianthum,Lisbon false sun rose,non-native,NA,Shrub,Perennial,NA,NA,NA,NA,NA,NA,NA,8523,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,cana,Hazardia cana,San clemente island hazardia,rare,NA,Shrub,Perennial,NA,NA,NA,NA,NA,6,9,4007,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,detonsa,Hazardia detonsa,Island hazardia,rare,NA,Shrub,Perennial,77,42,33,-86,580,3,11,4008,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,squarrosa,Hazardia squarrosa,Saw toothed goldenbush,native,NA,Shrub,Perennial,94,32,59,0,2280,6,10,4010,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,squarrosa,Hazardia squarrosa var. grindelioides,Gum plant goldenbush,native,NA,Shrub,Perennial,92,32,54,5,1780,6,10,4011,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,squarrosa,Hazardia squarrosa var. obtusa,Saw toothed goldenbush,native,NA,Shrub,Perennial,92,30,59,10,2280,6,10,4012,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,squarrosa,Hazardia squarrosa var. squarrosa,Saw toothed goldenbush,native,NA,Shrub,Perennial,94,34,59,15,1560,6,10,4013,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hazardia,stenolepis,Hazardia stenolepis,Narrow scaled goldenbush,native,NA,Shrub (stem succulent),Perennial,95,32,65,350,1460,9,11,4014,NA,NA,NA,NA,NA,NA,NA
SCROPHULARIACEAE,Hebe,speciosa,Hebe speciosa,Showy hebe,non-native,NA,Shrub,Perennial,NA,NA,NA,NA,NA,NA,NA,4019,NA,NA,NA,NA,NA,NA,NA
ARALIACEAE,Hedera,canariensis,Hedera canariensis,Canary ivy,non-native invasive,Do not eat any part of this plant.,Vine,Perennial,89,38,46,0,1810,8,11,8467,NA,NA,NA,NA,NA,NA,NA
ARALIACEAE,Hedera,helix,Hedera helix,English ivy,non-native invasive,Possible skin irritation from touching the fruit or leaf of this plant.<br>Do not eat the fruit or leaf of this plant.,"Vine, Shrub",Perennial,94,28,59,-1,1950,5,6,4023,"fruit, leaf",fruit,leaf,NA,glycoside,glycoside,NA
ARALIACEAE,Hedera,hibernica,Hedera hibernica,Atlantic ivy,non-native,Do not eat any part of this plant.,Vine,Perennial,NA,NA,NA,NA,NA,NA,NA,12545,NA,NA,NA,NA,NA,NA,NA
HEDWIGIACEAE,Hedwigia,detonsa,Hedwigia detonsa,NA,native,NA,Moss,Perennial,98,30,61,110,780,NA,NA,8870,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hedypnois,rhagadioloides,Hedypnois rhagadioloides,Crete weed,non-native,NA,Annual herb,Annual,94,36,57,0,1410,2,6,13134,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helenium,puberulum,Helenium puberulum,Sneezeweed,native,Do not eat any part of this plant.,Perennial herb,Perennial,96,30,59,0,1750,6,8,4031,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helianthus,annuus,Helianthus annuus,Hairy leaved sunflower,native,NA,Annual herb,Annual,103,18,71,-12,2510,6,10,4040,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helianthus,bolanderi,Helianthus bolanderi,Bolander's sunflower,native,NA,"Annual, Perennial herb",Annual,96,24,63,10,1640,6,10,4041,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helianthus,ciliaris,Helianthus ciliaris,Blueweed,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,6,11,4043,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helianthus,gracilentus,Helianthus gracilentus,Slender sunflower,native,NA,Perennial herb,Perennial,95,30,61,5,2060,5,9,4047,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helichrysum,petiolare,Helichrysum petiolare,Licorice plant,non-native invasive,NA,"Shrub, Vine",Perennial,77,42,35,0,740,7,8,8487,NA,NA,NA,NA,NA,NA,NA
HELIOTROPIACEAE,Heliotropium,amplexicaule,Heliotropium amplexicaule,Clasping heliotrope,non-native invasive,Do not eat any part of this plant.,Perennial herb,Perennial,88,40,49,0,2280,1,12,4058,NA,NA,NA,NA,NA,NA,NA
HELIOTROPIACEAE,Heliotropium,curassavicum,Heliotropium curassavicum,Chinese parsley,native,Do not eat any part of this plant.,Perennial herb,Perennial,108,22,73,-69,2280,5,6,4060,NA,NA,NA,NA,NA,NA,NA
HELIOTROPIACEAE,Heliotropium,curassavicum,Heliotropium curassavicum var. oculatum,Seaside heliotrope,native,Do not eat any part of this plant.,Perennial herb,Perennial,104,20,69,0,1880,5,6,11723,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Helminthotheca,echioides,Helminthotheca echioides,Bristly ox-tongue,non-native invasive,NA,"Annual, Perennial herb",Annual,94,36,57,0,2350,6,12,10921,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hemizonella,minima,Hemizonella minima,Opposite leaved tarweed,native,NA,Annual herb,Annual,90,14,65,180,2890,4,7,9575,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hemizonia,congesta,Hemizonia congesta,Hayfield tarweed,native,NA,Annual herb,Annual,94,32,58,0,1540,4,12,4065,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hemizonia,congesta,Hemizonia congesta ssp. luzulifolia,Woodrush tarweed,native,NA,Annual herb,Annual,93,32,58,0,1290,8,10,4070,NA,NA,NA,NA,NA,NA,NA
POTTIACEAE,Hennediella,stanfordensis,Hennediella stanfordensis,NA,native,NA,Moss,Perennial,89,38,53,NA,NA,NA,NA,13916,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Herniaria,hirsuta,Herniaria hirsuta,Herniaria,non-native,NA,Annual herb,Annual,96,10,61,35,2630,NA,NA,4103,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Herniaria,hirsuta,Herniaria hirsuta var. cinerea,Herniaria,non-native,NA,Annual herb,Annual,96,30,62,280,2200,NA,NA,10923,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hesperevax,acaulis,Hesperevax acaulis,Dwarf evax,native,NA,Annual herb,Annual,96,32,60,35,1240,3,5,4106,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hesperevax,acaulis,Hesperevax acaulis var. ambusticola,Fire evax,native,NA,Annual herb,Annual,89,38,51,120,640,4,6,4108,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hesperevax,sparsiflora,Hesperevax sparsiflora,Few flowered evax,native,NA,Annual herb,Annual,91,34,56,0,910,3,6,4111,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hesperevax,sparsiflora,Hesperevax sparsiflora var. sparsiflora,Few flowered evax,native,NA,Annual herb,Annual,91,34,55,5,890,3,6,4113,NA,NA,NA,NA,NA,NA,NA
URTICACEAE,Hesperocnide,tenella,Hesperocnide tenella,Western stinging nettle,native,Severe skin irritation from touching the leaf or stem of this plant.,Annual herb,Annual,96,32,60,0,1570,2,6,4118,NA,NA,NA,NA,NA,NA,NA
CUPRESSACEAE,Hesperocyparis,macrocarpa,Hesperocyparis macrocarpa,Monterey cypress,native,NA,Tree,Perennial,83,38,43,0,810,NA,NA,11190,NA,NA,NA,NA,NA,NA,NA
CUPRESSACEAE,Hesperocyparis,sargentii,Hesperocyparis sargentii,Sargent cypress,native,NA,"Tree, Shrub",Perennial,92,34,56,40,1150,NA,NA,10803,NA,NA,NA,NA,NA,NA,NA
LINACEAE,Hesperolinon,micranthum,Hesperolinon micranthum,Small flower western flax,native,NA,Annual herb,Annual,94,18,66,0,2060,5,6,4128,NA,NA,NA,NA,NA,NA,NA
PAPAVERACEAE,Hesperomecon,linearis,Hesperomecon linearis,Narrowleaf queen poppy,native,NA,Annual herb,Annual,95,30,63,0,1080,3,6,10925,NA,NA,NA,NA,NA,NA,NA
AGAVACEAE,Hesperoyucca,whipplei,Hesperoyucca whipplei,Chaparral yucca,native,NA,Shrub,Perennial,99,26,63,0,2480,4,6,9995,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Heteranthemis,viscidihirta,Heteranthemis viscidihirta,Sand chrysanthemum,non-native,NA,Annual herb,Annual,75,38,36,NA,NA,3,6,10607,NA,NA,NA,NA,NA,NA,NA
CAMPANULACEAE,Heterocodon,rariflorum,Heterocodon rariflorum,Heterocodon,native,NA,Annual herb,Annual,94,18,63,40,2200,5,7,4138,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Heteromeles,arbutifolia,Heteromeles arbutifolia,Toyon,native,Do not eat the leaf of this plant.,Shrub,Perennial,96,30,59,0,1760,6,8,4140,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Heterotheca,grandiflora,Heterotheca grandiflora,Telegraph weed,native,NA,"Annual, Perennial herb",Annual,97,30,61,0,2260,1,12,4142,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Heterotheca,sessiliflora,Heterotheca sessiliflora,Golden aster,native,NA,Annual herb,Annual,96,30,61,0,2280,3,12,4149,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Heterotheca,sessiliflora,Heterotheca sessiliflora ssp. echioides,Bristly goldenaster,native,NA,Perennial herb,Perennial,94,30,60,85,1960,3,12,4152,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Heterotheca,sessiliflora,Heterotheca sessiliflora ssp. fastigiata,Erect goldenaster,native,NA,Perennial herb,Perennial,93,30,54,5,2200,3,12,4153,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Heterotheca,sessiliflora,Heterotheca sessiliflora ssp. sessiliflora,False goldenaster,rare,NA,Perennial herb,Perennial,86,42,38,0,290,3,12,4154,NA,NA,NA,NA,NA,NA,NA
SAXIFRAGACEAE,Heuchera,abramsii,Heuchera abramsii,Abrams's alumroot,rare,NA,Perennial herb (rhizomatous),Perennial,77,30,48,50,2280,7,8,4160,NA,NA,NA,NA,NA,NA,NA
SAXIFRAGACEAE,Heuchera,caespitosa,Heuchera caespitosa,Urn-flowered alumroot,rare,NA,Perennial herb,Perennial,84,28,52,1290,2620,5,8,11221,NA,NA,NA,NA,NA,NA,NA
SAXIFRAGACEAE,Heuchera,maxima,Heuchera maxima,Island alumroot,rare,NA,Perennial herb (rhizomatous),Perennial,75,46,26,50,550,2,5,4169,NA,NA,NA,NA,NA,NA,NA
SAXIFRAGACEAE,Heuchera,micrantha,Heuchera micrantha,Alum root,native,NA,Perennial herb,Perennial,94,14,61,0,2980,5,7,4171,NA,NA,NA,NA,NA,NA,NA
SAXIFRAGACEAE,Heuchera,pilosissima,Heuchera pilosissima,Alum root,native,NA,Perennial herb,Perennial,77,40,36,0,370,5,6,4174,NA,NA,NA,NA,NA,NA,NA
MALVACEAE,Hibiscus,trionum,Hibiscus trionum,Flower of an hour,non-native,NA,Annual herb,Annual,NA,NA,NA,NA,NA,4,11,4183,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hieracium,albiflorum,Hieracium albiflorum,White flowered hawkweed,native,NA,Perennial herb,Perennial,94,14,62,5,2850,5,6,4184,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Hieracium,argutum,Hieracium argutum,Hawkweed,native,NA,Perennial herb,Perennial,89,32,54,0,2280,6,10,4185,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Hirschfeldia,incana,Hirschfeldia incana,Mustard,non-native invasive,NA,Perennial herb,Perennial,103,22,64,-2,2310,1,12,4196,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Hoffmannseggia,glauca,Hoffmannseggia glauca,Hoffmanseggia,native,NA,Perennial herb,Perennial,106,32,67,-42,1820,4,6,4197,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Hoita,macrostachya,Hoita macrostachya,California hemp,native,NA,Perennial herb,Perennial,94,32,59,0,2230,6,7,4198,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Hoita,orbicularis,Hoita orbicularis,Creeping leather root,native,NA,Perennial herb,Perennial,92,30,57,0,1950,4,8,4199,NA,NA,NA,NA,NA,NA,NA
POACEAE,Holcus,lanatus,Holcus lanatus,Common velvetgrass,non-native invasive,NA,Perennial grass,Perennial,95,16,63,0,2510,6,8,4201,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Hollisteria,lanata,Hollisteria lanata,False spineflower,native,NA,Annual herb,Annual,98,30,65,120,990,3,7,4203,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Holocarpha,heermannii,Holocarpha heermannii,Heermann's tarweed,native,NA,Annual herb,Annual,98,30,62,65,1350,5,11,4204,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Holodiscus,discolor,Holodiscus discolor,Oceanspray,native,NA,Shrub,Perennial,94,12,62,0,3520,5,7,4211,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Holodiscus,discolor,Holodiscus discolor var. discolor,Oceanspray,native,NA,Shrub,Perennial,91,22,58,10,2130,5,7,11727,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Holodiscus,discolor,Holodiscus discolor var. microphyllus,Small-leaf creambush,native,NA,Shrub,Perennial,88,12,63,940,3420,5,7,11729,NA,NA,NA,NA,NA,NA,NA
BRACHYTHECIACEAE,Homalothecium,aeneum,Homalothecium aeneum,NA,native,NA,Moss,Perennial,89,28,57,NA,NA,NA,NA,13920,NA,NA,NA,NA,NA,NA,NA
BRACHYTHECIACEAE,Homalothecium,arenarium,Homalothecium arenarium,NA,native,NA,Moss,Perennial,94,34,58,10,820,NA,NA,13921,NA,NA,NA,NA,NA,NA,NA
BRACHYTHECIACEAE,Homalothecium,nuttallii,Homalothecium nuttallii,NA,native,NA,Moss,Perennial,93,34,57,NA,NA,NA,NA,13925,NA,NA,NA,NA,NA,NA,NA
BRACHYTHECIACEAE,Homalothecium,pinnatifidum,Homalothecium pinnatifidum,NA,native,NA,Moss,Perennial,97,30,61,75,910,NA,NA,13926,NA,NA,NA,NA,NA,NA,NA
